"","Income","Start","End","M","P","M","O","Att","Prop","#","Amount"
"16 Mar 2023","+0.00288 ETH","33.33514 ETH","33.33801 ETH","0","0","0","0","0","0","0","0 ETH"
"15 Mar 2023","+0.00288 ETH","33.33225 ETH","33.33513 ETH","0","0","0","0","0","0","0","0 ETH"
"14 Mar 2023","+0.00288 ETH","33.32938 ETH","33.33225 ETH","0","0","0","0","0","0","0","0 ETH"
"13 Mar 2023","+0.00288 ETH","33.32649 ETH","33.32936 ETH","0","0","0","0","0","0","0","0 ETH"
"12 Mar 2023","+0.00285 ETH","33.32364 ETH","33.32648 ETH","0","0","0","0","0","0","0","0 ETH"
"11 Mar 2023","+0.00286 ETH","33.32077 ETH","33.32362 ETH","0","0","0","0","0","0","0","0 ETH"
"10 Mar 2023","+0.00286 ETH","33.3179 ETH","33.32075 ETH","0","0","0","0","0","0","0","0 ETH"
"09 Mar 2023","+0.00285 ETH","33.31504 ETH","33.31789 ETH","1","0","0","0","0","0","0","0 ETH"
"08 Mar 2023","+0.00288 ETH","33.31216 ETH","33.31503 ETH","0","0","0","0","0","0","0","0 ETH"
"07 Mar 2023","+0.00288 ETH","33.30927 ETH","33.31214 ETH","0","0","0","0","0","0","0","0 ETH"
"06 Mar 2023","+0.00290 ETH","33.30636 ETH","33.30926 ETH","0","0","0","0","0","0","0","0 ETH"
"05 Mar 2023","+0.00288 ETH","33.30348 ETH","33.30635 ETH","0","0","0","0","0","0","0","0 ETH"
"04 Mar 2023","+0.00292 ETH","33.30056 ETH","33.30346 ETH","0","0","0","0","0","0","0","0 ETH"
"03 Mar 2023","+0.00289 ETH","33.29766 ETH","33.30054 ETH","1","0","0","0","0","0","0","0 ETH"
"02 Mar 2023","+0.00291 ETH","33.29475 ETH","33.29765 ETH","0","0","0","0","0","0","0","0 ETH"
"01 Mar 2023","+0.00292 ETH","33.29182 ETH","33.29473 ETH","0","0","0","0","0","0","0","0 ETH"
"28 Feb 2023","+0.00292 ETH","33.2889 ETH","33.29181 ETH","1","0","0","0","0","0","0","0 ETH"
"27 Feb 2023","+0.00293 ETH","33.28596 ETH","33.28888 ETH","0","0","0","0","0","0","0","0 ETH"
"26 Feb 2023","+0.00293 ETH","33.28303 ETH","33.28595 ETH","0","0","0","0","0","0","0","0 ETH"
"25 Feb 2023","+0.00293 ETH","33.28009 ETH","33.28301 ETH","0","0","0","0","0","0","0","0 ETH"
"24 Feb 2023","+0.00294 ETH","33.27715 ETH","33.28008 ETH","0","0","0","0","0","0","0","0 ETH"
"23 Feb 2023","+0.00293 ETH","33.27422 ETH","33.27714 ETH","0","0","0","0","0","0","0","0 ETH"
"22 Feb 2023","+0.00292 ETH","33.27129 ETH","33.27421 ETH","0","0","0","0","0","0","0","0 ETH"
"21 Feb 2023","+0.00294 ETH","33.26834 ETH","33.27128 ETH","1","0","0","0","0","0","0","0 ETH"
"20 Feb 2023","+0.00296 ETH","33.26538 ETH","33.26833 ETH","0","0","0","0","0","0","0","0 ETH"
"19 Feb 2023","+0.00293 ETH","33.26244 ETH","33.26537 ETH","1","0","0","0","0","0","0","0 ETH"
"18 Feb 2023","+0.00295 ETH","33.25949 ETH","33.26243 ETH","0","0","0","0","0","0","0","0 ETH"
"17 Feb 2023","+0.00292 ETH","33.25656 ETH","33.25947 ETH","0","0","0","0","0","0","0","0 ETH"
"16 Feb 2023","+0.00296 ETH","33.2536 ETH","33.25654 ETH","0","0","0","0","0","0","0","0 ETH"
"15 Feb 2023","+0.00295 ETH","33.25064 ETH","33.25358 ETH","0","0","0","0","0","0","0","0 ETH"
"14 Feb 2023","+0.00293 ETH","33.2477 ETH","33.25063 ETH","1","0","0","0","0","0","0","0 ETH"
"13 Feb 2023","+0.00297 ETH","33.24473 ETH","33.24769 ETH","0","0","0","0","0","0","0","0 ETH"
"12 Feb 2023","+0.00296 ETH","33.24176 ETH","33.24472 ETH","0","0","0","0","0","0","0","0 ETH"
"11 Feb 2023","+0.00297 ETH","33.23879 ETH","33.24175 ETH","2","0","0","0","0","0","0","0 ETH"
"10 Feb 2023","+0.00296 ETH","33.23582 ETH","33.23877 ETH","0","0","0","0","0","0","0","0 ETH"
"09 Feb 2023","+0.03496 ETH","33.20086 ETH","33.23581 ETH","0","1","0","0","0","0","0","0 ETH"
"08 Feb 2023","+0.00296 ETH","33.19789 ETH","33.20084 ETH","0","0","0","0","0","0","0","0 ETH"
"07 Feb 2023","+0.00299 ETH","33.1949 ETH","33.19788 ETH","0","0","0","0","0","0","0","0 ETH"
"06 Feb 2023","+0.00298 ETH","33.19191 ETH","33.19488 ETH","0","0","0","0","0","0","0","0 ETH"
"05 Feb 2023","+0.00299 ETH","33.18892 ETH","33.1919 ETH","0","0","0","0","0","0","0","0 ETH"
"04 Feb 2023","+0.00297 ETH","33.18594 ETH","33.1889 ETH","0","0","0","0","0","0","0","0 ETH"
"03 Feb 2023","+0.00301 ETH","33.18293 ETH","33.18592 ETH","0","0","0","0","0","0","0","0 ETH"
"02 Feb 2023","+0.00298 ETH","33.17995 ETH","33.18291 ETH","1","0","0","0","0","0","0","0 ETH"
"01 Feb 2023","+0.00300 ETH","33.17694 ETH","33.17993 ETH","0","0","0","0","0","0","0","0 ETH"
"31 Jan 2023","+0.00300 ETH","33.17394 ETH","33.17693 ETH","1","0","0","0","0","0","0","0 ETH"
"30 Jan 2023","+0.00300 ETH","33.17093 ETH","33.17393 ETH","0","0","0","0","0","0","0","0 ETH"
"29 Jan 2023","+0.00301 ETH","33.16792 ETH","33.17092 ETH","0","0","0","0","0","0","0","0 ETH"
"28 Jan 2023","+0.00301 ETH","33.16491 ETH","33.1679 ETH","0","0","0","0","0","0","0","0 ETH"
"27 Jan 2023","+0.00300 ETH","33.1619 ETH","33.16489 ETH","0","0","0","0","0","0","0","0 ETH"
"26 Jan 2023","+0.00301 ETH","33.15889 ETH","33.16189 ETH","0","0","0","0","0","0","0","0 ETH"
"25 Jan 2023","+0.00300 ETH","33.15589 ETH","33.15887 ETH","0","0","0","0","0","0","0","0 ETH"
"24 Jan 2023","+0.00301 ETH","33.15287 ETH","33.15587 ETH","0","0","0","0","0","0","0","0 ETH"
"23 Jan 2023","+0.00299 ETH","33.14987 ETH","33.15286 ETH","0","0","0","0","0","0","0","0 ETH"
"22 Jan 2023","+0.00301 ETH","33.14686 ETH","33.14986 ETH","2","0","0","0","0","0","0","0 ETH"
"21 Jan 2023","+0.00302 ETH","33.14383 ETH","33.14684 ETH","0","0","0","0","0","0","0","0 ETH"
"20 Jan 2023","+0.00302 ETH","33.1408 ETH","33.14382 ETH","0","0","0","0","0","0","0","0 ETH"
"19 Jan 2023","+0.00302 ETH","33.13777 ETH","33.14079 ETH","0","0","0","0","0","0","0","0 ETH"
"18 Jan 2023","+0.00303 ETH","33.13474 ETH","33.13776 ETH","0","0","0","0","0","0","0","0 ETH"
"17 Jan 2023","+0.00301 ETH","33.13173 ETH","33.13473 ETH","0","0","0","0","0","0","0","0 ETH"
"16 Jan 2023","+0.00299 ETH","33.12873 ETH","33.13172 ETH","1","0","0","0","0","0","0","0 ETH"
"15 Jan 2023","+0.00298 ETH","33.12575 ETH","33.12872 ETH","0","0","0","0","0","0","0","0 ETH"
"14 Jan 2023","+0.00300 ETH","33.12274 ETH","33.12574 ETH","0","0","0","0","0","0","0","0 ETH"
"13 Jan 2023","+0.00300 ETH","33.11974 ETH","33.12273 ETH","0","0","0","0","0","0","0","0 ETH"
"12 Jan 2023","+0.00299 ETH","33.11675 ETH","33.11973 ETH","0","0","0","0","0","0","0","0 ETH"
"11 Jan 2023","+0.00300 ETH","33.11374 ETH","33.11673 ETH","0","0","0","0","0","0","0","0 ETH"
"10 Jan 2023","+0.00302 ETH","33.11072 ETH","33.11373 ETH","0","0","0","0","0","0","0","0 ETH"
"09 Jan 2023","+0.03405 ETH","33.07666 ETH","33.1107 ETH","0","1","0","0","0","0","0","0 ETH"
"08 Jan 2023","+0.00302 ETH","33.07364 ETH","33.07665 ETH","1","0","0","0","0","0","0","0 ETH"
"07 Jan 2023","+0.00302 ETH","33.07062 ETH","33.07363 ETH","0","0","0","0","0","0","0","0 ETH"
"06 Jan 2023","+0.00301 ETH","33.0676 ETH","33.0706 ETH","1","0","0","0","0","0","0","0 ETH"
"05 Jan 2023","+0.00301 ETH","33.06458 ETH","33.06759 ETH","0","0","0","0","0","0","0","0 ETH"
"04 Jan 2023","+0.00300 ETH","33.06158 ETH","33.06457 ETH","0","0","0","0","0","0","0","0 ETH"
"03 Jan 2023","+0.00303 ETH","33.05855 ETH","33.06156 ETH","0","0","0","0","0","0","0","0 ETH"
"02 Jan 2023","+0.00303 ETH","33.05551 ETH","33.05853 ETH","0","0","0","0","0","0","0","0 ETH"
"01 Jan 2023","+0.00303 ETH","33.05247 ETH","33.0555 ETH","0","0","0","0","0","0","0","0 ETH"
"31 Dec 2022","+0.00304 ETH","33.04943 ETH","33.05246 ETH","0","0","0","0","0","0","0","0 ETH"
"30 Dec 2022","+0.00304 ETH","33.04639 ETH","33.04942 ETH","0","0","0","0","0","0","0","0 ETH"
"29 Dec 2022","+0.00304 ETH","33.04334 ETH","33.04637 ETH","0","0","0","0","0","0","0","0 ETH"
"28 Dec 2022","+0.00302 ETH","33.04032 ETH","33.04333 ETH","0","0","0","0","0","0","0","0 ETH"
"27 Dec 2022","+0.00304 ETH","33.03728 ETH","33.04031 ETH","0","0","0","0","0","0","0","0 ETH"
"26 Dec 2022","+0.00302 ETH","33.03425 ETH","33.03727 ETH","0","0","0","0","0","0","0","0 ETH"
"25 Dec 2022","+0.00304 ETH","33.03121 ETH","33.03424 ETH","0","0","0","0","0","0","0","0 ETH"
"24 Dec 2022","+0.00302 ETH","33.02818 ETH","33.03119 ETH","0","0","0","0","0","0","0","0 ETH"
"23 Dec 2022","+0.00303 ETH","33.02515 ETH","33.02817 ETH","0","0","0","0","0","0","0","0 ETH"
"22 Dec 2022","+0.00303 ETH","33.02211 ETH","33.02514 ETH","0","0","0","0","0","0","0","0 ETH"
"21 Dec 2022","+0.00300 ETH","33.0191 ETH","33.0221 ETH","0","0","0","0","0","0","0","0 ETH"
"20 Dec 2022","+0.00305 ETH","33.01605 ETH","33.01909 ETH","0","0","0","0","0","0","0","0 ETH"
"19 Dec 2022","+0.00305 ETH","33.01299 ETH","33.01603 ETH","0","0","0","0","0","0","0","0 ETH"
"18 Dec 2022","+0.00305 ETH","33.00994 ETH","33.01297 ETH","0","0","0","0","0","0","0","0 ETH"
"17 Dec 2022","+0.00302 ETH","33.00691 ETH","33.00992 ETH","0","0","0","0","0","0","0","0 ETH"
"16 Dec 2022","+0.00305 ETH","33.00385 ETH","33.0069 ETH","0","0","0","0","0","0","0","0 ETH"
"15 Dec 2022","+0.00305 ETH","33.0008 ETH","33.00384 ETH","0","0","0","0","0","0","0","0 ETH"
"14 Dec 2022","+0.00304 ETH","32.99775 ETH","33.00079 ETH","0","0","0","0","0","0","0","0 ETH"
"13 Dec 2022","+0.00305 ETH","32.9947 ETH","32.99774 ETH","0","0","0","0","0","0","0","0 ETH"
"12 Dec 2022","+0.00302 ETH","32.99167 ETH","32.99468 ETH","0","0","0","0","0","0","0","0 ETH"
"11 Dec 2022","+0.00305 ETH","32.98862 ETH","32.99166 ETH","0","0","0","0","0","0","0","0 ETH"
"10 Dec 2022","+0.00302 ETH","32.9856 ETH","32.98861 ETH","0","0","0","0","0","0","0","0 ETH"
"09 Dec 2022","+0.00303 ETH","32.98256 ETH","32.98558 ETH","0","0","0","0","0","0","0","0 ETH"
"08 Dec 2022","+0.00305 ETH","32.9795 ETH","32.98255 ETH","0","0","0","0","0","0","0","0 ETH"
"07 Dec 2022","+0.00306 ETH","32.97644 ETH","32.97949 ETH","0","0","0","0","0","0","0","0 ETH"
"06 Dec 2022","+0.00298 ETH","32.97345 ETH","32.97643 ETH","0","0","0","0","0","0","0","0 ETH"
"05 Dec 2022","+0.00301 ETH","32.97044 ETH","32.97344 ETH","0","0","0","0","0","0","0","0 ETH"
"04 Dec 2022","+0.00306 ETH","32.96738 ETH","32.97043 ETH","0","0","0","0","0","0","0","0 ETH"
"03 Dec 2022","+0.00301 ETH","32.96436 ETH","32.96736 ETH","0","0","0","0","0","0","0","0 ETH"
"02 Dec 2022","+0.00305 ETH","32.96131 ETH","32.96435 ETH","0","0","0","0","0","0","0","0 ETH"
"01 Dec 2022","+0.00308 ETH","32.95823 ETH","32.9613 ETH","0","0","0","0","0","0","0","0 ETH"
"30 Nov 2022","+0.00299 ETH","32.95523 ETH","32.95821 ETH","1","0","0","0","0","0","0","0 ETH"
"29 Nov 2022","+0.00304 ETH","32.95219 ETH","32.95521 ETH","0","0","0","0","0","0","0","0 ETH"
"28 Nov 2022","+0.00307 ETH","32.94912 ETH","32.95217 ETH","0","0","0","0","0","0","0","0 ETH"
"27 Nov 2022","+0.00307 ETH","32.94605 ETH","32.9491 ETH","0","0","0","0","0","0","0","0 ETH"
"26 Nov 2022","+0.00304 ETH","32.943 ETH","32.94603 ETH","0","0","0","0","0","0","0","0 ETH"
"25 Nov 2022","+0.00305 ETH","32.93994 ETH","32.94298 ETH","0","0","0","0","0","0","0","0 ETH"
"24 Nov 2022","+0.00308 ETH","32.93685 ETH","32.93993 ETH","0","0","0","0","0","0","0","0 ETH"
"23 Nov 2022","+0.00307 ETH","32.93378 ETH","32.93684 ETH","0","0","0","0","0","0","0","0 ETH"
"22 Nov 2022","+0.00306 ETH","32.93072 ETH","32.93377 ETH","0","0","0","0","0","0","0","0 ETH"
"21 Nov 2022","+0.00307 ETH","32.92764 ETH","32.93071 ETH","1","0","0","0","0","0","0","0 ETH"
"20 Nov 2022","+0.00304 ETH","32.9246 ETH","32.92763 ETH","0","0","0","0","0","0","0","0 ETH"
"19 Nov 2022","+0.00310 ETH","32.92149 ETH","32.92458 ETH","0","0","0","0","0","0","0","0 ETH"
"18 Nov 2022","+0.00311 ETH","32.91837 ETH","32.92147 ETH","0","0","0","0","0","0","0","0 ETH"
"17 Nov 2022","+0.00305 ETH","32.91532 ETH","32.91836 ETH","1","0","0","0","0","0","0","0 ETH"
"16 Nov 2022","+0.00310 ETH","32.91221 ETH","32.9153 ETH","0","0","0","0","0","0","0","0 ETH"
"15 Nov 2022","+0.00309 ETH","32.90912 ETH","32.9122 ETH","0","0","0","0","0","0","0","0 ETH"
"14 Nov 2022","+0.00308 ETH","32.90603 ETH","32.9091 ETH","0","0","0","0","0","0","0","0 ETH"
"13 Nov 2022","+0.00313 ETH","32.9029 ETH","32.90602 ETH","0","0","0","0","0","0","0","0 ETH"
"12 Nov 2022","+0.00310 ETH","32.8998 ETH","32.90289 ETH","0","0","0","0","0","0","0","0 ETH"
"11 Nov 2022","+0.00311 ETH","32.89669 ETH","32.89979 ETH","0","0","0","0","0","0","0","0 ETH"
"10 Nov 2022","+0.00312 ETH","32.89357 ETH","32.89667 ETH","0","0","0","0","0","0","0","0 ETH"
"09 Nov 2022","+0.00307 ETH","32.89049 ETH","32.89355 ETH","0","0","0","0","0","0","0","0 ETH"
"08 Nov 2022","+0.00313 ETH","32.88735 ETH","32.89048 ETH","0","0","0","0","0","0","0","0 ETH"
"07 Nov 2022","+0.00314 ETH","32.8842 ETH","32.88734 ETH","1","0","0","0","0","0","0","0 ETH"
"06 Nov 2022","+0.00311 ETH","32.88109 ETH","32.88419 ETH","1","0","0","0","0","0","0","0 ETH"
"05 Nov 2022","+0.00313 ETH","32.87796 ETH","32.88108 ETH","0","0","0","0","0","0","0","0 ETH"
"04 Nov 2022","+0.00312 ETH","32.87483 ETH","32.87795 ETH","0","0","0","0","0","0","0","0 ETH"
"03 Nov 2022","+0.00314 ETH","32.87169 ETH","32.87482 ETH","0","0","0","0","0","0","0","0 ETH"
"02 Nov 2022","+0.00313 ETH","32.86855 ETH","32.87168 ETH","0","0","0","0","0","0","0","0 ETH"
"01 Nov 2022","+0.00312 ETH","32.86542 ETH","32.86854 ETH","0","0","0","0","0","0","0","0 ETH"
"31 Oct 2022","+0.00306 ETH","32.86236 ETH","32.86541 ETH","0","0","0","0","0","0","0","0 ETH"
"30 Oct 2022","+0.00313 ETH","32.85922 ETH","32.86234 ETH","0","0","0","0","0","0","0","0 ETH"
"29 Oct 2022","+0.00315 ETH","32.85607 ETH","32.85921 ETH","0","0","0","0","0","0","0","0 ETH"
"28 Oct 2022","+0.00316 ETH","32.85291 ETH","32.85606 ETH","0","0","0","0","0","0","0","0 ETH"
"27 Oct 2022","+0.00317 ETH","32.84974 ETH","32.8529 ETH","0","0","0","0","0","0","0","0 ETH"
"26 Oct 2022","+0.00318 ETH","32.84655 ETH","32.84972 ETH","0","0","0","0","0","0","0","0 ETH"
"25 Oct 2022","+0.00313 ETH","32.84342 ETH","32.84654 ETH","0","0","0","0","0","0","0","0 ETH"
"24 Oct 2022","+0.00314 ETH","32.84027 ETH","32.8434 ETH","0","0","0","0","0","0","0","0 ETH"
"23 Oct 2022","+0.00318 ETH","32.83709 ETH","32.84026 ETH","0","0","0","0","0","0","0","0 ETH"
"22 Oct 2022","+0.00318 ETH","32.83391 ETH","32.83708 ETH","0","0","0","0","0","0","0","0 ETH"
"21 Oct 2022","+0.00314 ETH","32.83076 ETH","32.83389 ETH","0","0","0","0","0","0","0","0 ETH"
"20 Oct 2022","+0.00317 ETH","32.82758 ETH","32.83075 ETH","1","0","0","0","0","0","0","0 ETH"
"19 Oct 2022","+0.00316 ETH","32.82442 ETH","32.82757 ETH","0","0","0","0","0","0","0","0 ETH"
"18 Oct 2022","+0.00317 ETH","32.82125 ETH","32.82441 ETH","0","0","0","0","0","0","0","0 ETH"
"17 Oct 2022","+0.00320 ETH","32.81804 ETH","32.82123 ETH","0","0","0","0","0","0","0","0 ETH"
"16 Oct 2022","+0.00317 ETH","32.81487 ETH","32.81803 ETH","0","0","0","0","0","0","0","0 ETH"
"15 Oct 2022","+0.00320 ETH","32.81166 ETH","32.81486 ETH","0","0","0","0","0","0","0","0 ETH"
"14 Oct 2022","+0.00320 ETH","32.80846 ETH","32.81165 ETH","0","0","0","0","0","0","0","0 ETH"
"13 Oct 2022","+0.00318 ETH","32.80527 ETH","32.80844 ETH","0","0","0","0","0","0","0","0 ETH"
"12 Oct 2022","+0.00317 ETH","32.80209 ETH","32.80525 ETH","1","0","0","0","0","0","0","0 ETH"
"11 Oct 2022","+0.03255 ETH","32.76954 ETH","32.80208 ETH","0","1","0","0","0","0","0","0 ETH"
"10 Oct 2022","+0.00318 ETH","32.76635 ETH","32.76952 ETH","0","0","0","0","0","0","0","0 ETH"
"09 Oct 2022","+0.00320 ETH","32.76314 ETH","32.76634 ETH","0","0","0","0","0","0","0","0 ETH"
"08 Oct 2022","+0.00322 ETH","32.75992 ETH","32.76313 ETH","0","0","0","0","0","0","0","0 ETH"
"07 Oct 2022","+0.00319 ETH","32.75672 ETH","32.75991 ETH","0","0","0","0","0","0","0","0 ETH"
"06 Oct 2022","+0.00321 ETH","32.75351 ETH","32.75671 ETH","0","0","0","0","0","0","0","0 ETH"
"05 Oct 2022","+0.00322 ETH","32.75029 ETH","32.7535 ETH","0","0","0","0","0","0","0","0 ETH"
"04 Oct 2022","+0.00319 ETH","32.7471 ETH","32.75027 ETH","0","0","0","0","0","0","0","0 ETH"
"03 Oct 2022","+0.00320 ETH","32.7439 ETH","32.74708 ETH","0","0","0","0","0","0","0","0 ETH"
"02 Oct 2022","+0.00320 ETH","32.74069 ETH","32.74388 ETH","0","0","0","0","0","0","0","0 ETH"
"01 Oct 2022","+0.00317 ETH","32.73752 ETH","32.74068 ETH","0","0","0","0","0","0","0","0 ETH"
"30 Sep 2022","+0.00319 ETH","32.73432 ETH","32.7375 ETH","0","0","0","0","0","0","0","0 ETH"
"29 Sep 2022","+0.00319 ETH","32.73113 ETH","32.73431 ETH","1","0","0","0","0","0","0","0 ETH"
"28 Sep 2022","+0.00321 ETH","32.72791 ETH","32.73111 ETH","0","0","0","0","0","0","0","0 ETH"
"27 Sep 2022","+0.00320 ETH","32.72471 ETH","32.72789 ETH","0","0","0","0","0","0","0","0 ETH"
"26 Sep 2022","+0.00323 ETH","32.72147 ETH","32.72469 ETH","0","0","0","0","0","0","0","0 ETH"
"25 Sep 2022","+0.00324 ETH","32.71822 ETH","32.72145 ETH","0","0","0","0","0","0","0","0 ETH"
"24 Sep 2022","+0.00324 ETH","32.71498 ETH","32.71821 ETH","0","0","0","0","0","0","0","0 ETH"
"23 Sep 2022","+0.00322 ETH","32.71176 ETH","32.71497 ETH","0","0","0","0","0","0","0","0 ETH"
"22 Sep 2022","+0.00323 ETH","32.70852 ETH","32.71175 ETH","0","0","0","0","0","0","0","0 ETH"
"21 Sep 2022","+0.00323 ETH","32.70529 ETH","32.70851 ETH","0","0","0","0","0","0","0","0 ETH"
"20 Sep 2022","+0.00321 ETH","32.70207 ETH","32.70527 ETH","0","0","0","0","0","0","0","0 ETH"
"19 Sep 2022","+0.00320 ETH","32.69887 ETH","32.70206 ETH","0","0","0","0","0","0","0","0 ETH"
"18 Sep 2022","+0.00318 ETH","32.69569 ETH","32.69886 ETH","1","0","0","0","0","0","0","0 ETH"
"17 Sep 2022","+0.00310 ETH","32.69258 ETH","32.69567 ETH","1","0","0","0","0","0","0","0 ETH"
"16 Sep 2022","+0.00318 ETH","32.6894 ETH","32.69257 ETH","1","0","0","0","0","0","0","0 ETH"
"15 Sep 2022","+0.00320 ETH","32.68619 ETH","32.68938 ETH","1","0","0","0","0","0","0","0 ETH"
"14 Sep 2022","+0.00326 ETH","32.68292 ETH","32.68618 ETH","1","0","0","0","0","0","0","0 ETH"
"13 Sep 2022","+0.00323 ETH","32.67968 ETH","32.68291 ETH","0","0","0","0","0","0","0","0 ETH"
"12 Sep 2022","+0.00325 ETH","32.67643 ETH","32.67967 ETH","0","0","0","0","0","0","0","0 ETH"
"11 Sep 2022","+0.00327 ETH","32.67316 ETH","32.67642 ETH","0","0","0","0","0","0","0","0 ETH"
"10 Sep 2022","+0.00327 ETH","32.66989 ETH","32.67315 ETH","0","0","0","0","0","0","0","0 ETH"
"09 Sep 2022","+0.00328 ETH","32.66661 ETH","32.66987 ETH","0","0","0","0","0","0","0","0 ETH"
"08 Sep 2022","+0.00321 ETH","32.66339 ETH","32.66659 ETH","3","0","0","0","0","0","0","0 ETH"
"07 Sep 2022","+0.00324 ETH","32.66015 ETH","32.66338 ETH","0","0","0","0","0","0","0","0 ETH"
"06 Sep 2022","+0.00313 ETH","32.65701 ETH","32.66013 ETH","0","0","0","0","0","0","0","0 ETH"
"05 Sep 2022","+0.00324 ETH","32.65377 ETH","32.657 ETH","0","0","0","0","0","0","0","0 ETH"
"04 Sep 2022","+0.00328 ETH","32.65048 ETH","32.65375 ETH","0","0","0","0","0","0","0","0 ETH"
"03 Sep 2022","+0.00328 ETH","32.64719 ETH","32.65047 ETH","0","0","0","0","0","0","0","0 ETH"
"02 Sep 2022","+0.00328 ETH","32.6439 ETH","32.64718 ETH","0","0","0","0","0","0","0","0 ETH"
"01 Sep 2022","+0.00330 ETH","32.64059 ETH","32.64389 ETH","0","0","0","0","0","0","0","0 ETH"
"31 Aug 2022","+0.00329 ETH","32.63729 ETH","32.64058 ETH","0","0","0","0","0","0","0","0 ETH"
"30 Aug 2022","+0.00327 ETH","32.63402 ETH","32.63728 ETH","0","0","0","0","0","0","0","0 ETH"
"29 Aug 2022","+0.00324 ETH","32.63077 ETH","32.634 ETH","2","0","0","0","0","0","0","0 ETH"
"28 Aug 2022","+0.00331 ETH","32.62745 ETH","32.63075 ETH","0","0","0","0","0","0","0","0 ETH"
"27 Aug 2022","+0.00332 ETH","32.62413 ETH","32.62744 ETH","0","0","0","0","0","0","0","0 ETH"
"26 Aug 2022","+0.00331 ETH","32.62081 ETH","32.62411 ETH","0","0","0","0","0","0","0","0 ETH"
"25 Aug 2022","+0.00324 ETH","32.61756 ETH","32.62079 ETH","0","0","0","0","0","0","0","0 ETH"
"24 Aug 2022","+0.00330 ETH","32.61426 ETH","32.61755 ETH","0","0","0","0","0","0","0","0 ETH"
"23 Aug 2022","+0.00329 ETH","32.61096 ETH","32.61424 ETH","0","0","0","0","0","0","0","0 ETH"
"22 Aug 2022","+0.00331 ETH","32.60764 ETH","32.61095 ETH","0","0","0","0","0","0","0","0 ETH"
"21 Aug 2022","+0.00331 ETH","32.60432 ETH","32.60763 ETH","0","0","0","0","0","0","0","0 ETH"
"20 Aug 2022","+0.00333 ETH","32.60099 ETH","32.60431 ETH","0","0","0","0","0","0","0","0 ETH"
"19 Aug 2022","+0.00334 ETH","32.59765 ETH","32.60097 ETH","0","0","0","0","0","0","0","0 ETH"
"18 Aug 2022","+0.00327 ETH","32.59438 ETH","32.59763 ETH","0","0","0","0","0","0","0","0 ETH"
"17 Aug 2022","+0.00331 ETH","32.59107 ETH","32.59436 ETH","0","0","0","0","0","0","0","0 ETH"
"16 Aug 2022","+0.00330 ETH","32.58776 ETH","32.59105 ETH","0","0","0","0","0","0","0","0 ETH"
"15 Aug 2022","+0.00331 ETH","32.58445 ETH","32.58774 ETH","0","0","0","0","0","0","0","0 ETH"
"14 Aug 2022","+0.00333 ETH","32.58111 ETH","32.58443 ETH","0","0","0","0","0","0","0","0 ETH"
"13 Aug 2022","+0.00333 ETH","32.57778 ETH","32.58109 ETH","0","0","0","0","0","0","0","0 ETH"
"12 Aug 2022","+0.00332 ETH","32.57445 ETH","32.57776 ETH","0","0","0","0","0","0","0","0 ETH"
"11 Aug 2022","+0.00333 ETH","32.57111 ETH","32.57443 ETH","1","0","0","0","0","0","0","0 ETH"
"10 Aug 2022","+0.00334 ETH","32.56777 ETH","32.5711 ETH","0","0","0","0","0","0","0","0 ETH"
"09 Aug 2022","+0.00333 ETH","32.56443 ETH","32.56775 ETH","0","0","0","0","0","0","0","0 ETH"
"08 Aug 2022","+0.00331 ETH","32.56112 ETH","32.56441 ETH","0","0","0","0","0","0","0","0 ETH"
"07 Aug 2022","+0.00334 ETH","32.55777 ETH","32.5611 ETH","0","0","0","0","0","0","0","0 ETH"
"06 Aug 2022","+0.00331 ETH","32.55446 ETH","32.55775 ETH","0","0","0","0","0","0","0","0 ETH"
"05 Aug 2022","+0.00334 ETH","32.55111 ETH","32.55444 ETH","0","0","0","0","0","0","0","0 ETH"
"04 Aug 2022","+0.00334 ETH","32.54776 ETH","32.55109 ETH","0","0","0","0","0","0","0","0 ETH"
"03 Aug 2022","+0.00333 ETH","32.54443 ETH","32.54775 ETH","0","0","0","0","0","0","0","0 ETH"
"02 Aug 2022","+0.00334 ETH","32.54108 ETH","32.54441 ETH","0","0","0","0","0","0","0","0 ETH"
"01 Aug 2022","+0.00334 ETH","32.53774 ETH","32.54107 ETH","0","0","0","0","0","0","0","0 ETH"
"31 Jul 2022","+0.00334 ETH","32.5344 ETH","32.53773 ETH","0","0","0","0","0","0","0","0 ETH"
"30 Jul 2022","+0.00334 ETH","32.53106 ETH","32.53438 ETH","0","0","0","0","0","0","0","0 ETH"
"29 Jul 2022","+0.00334 ETH","32.52771 ETH","32.53104 ETH","0","0","0","0","0","0","0","0 ETH"
"28 Jul 2022","+0.00330 ETH","32.52441 ETH","32.52769 ETH","0","0","0","0","0","0","0","0 ETH"
"27 Jul 2022","+0.00333 ETH","32.52107 ETH","32.52439 ETH","0","0","0","0","0","0","0","0 ETH"
"26 Jul 2022","+0.00333 ETH","32.51773 ETH","32.52106 ETH","0","0","0","0","0","0","0","0 ETH"
"25 Jul 2022","+0.00335 ETH","32.51438 ETH","32.51772 ETH","0","0","0","0","0","0","0","0 ETH"
"24 Jul 2022","+0.00335 ETH","32.51103 ETH","32.51436 ETH","0","0","0","0","0","0","0","0 ETH"
